nama_file,kelas_asli,persentase_kecacatan,diameter_rata_rata,kadar_air,label_kualitas,apakah_ekspor,persentase_kecacatan_minmax,diameter_rata_rata_minmax,kadar_air_minmax,persentase_kecacatan_std,diameter_rata_rata_std,kadar_air_std
dark (30).png,Dark,100.0,6.58,10.9,Lokal,0,1.0,0.7427,0.2432,0.9712,0.1714,-1.0165
dark (300).png,Dark,0.0,7.38,11.0,Ekspor,1,0.0,0.8722,0.2703,-1.0313,1.0918,-0.8973
dark (31).png,Dark,100.0,6.63,10.7,Lokal,0,1.0,0.7508,0.1892,0.9712,0.229,-1.2548
dark (32).png,Dark,0.0,7.11,10.9,Ekspor,1,0.0,0.8285,0.2432,-1.0313,0.7812,-1.0165
dark (33).png,Dark,0.0,6.5,10.7,Ekspor,1,0.0,0.7298,0.1892,-1.0313,0.0794,-1.2548
dark (34).png,Dark,0.0,5.93,10.8,Ekspor,1,0.0,0.6375,0.2162,-1.0313,-0.5764,-1.1356
dark (35).png,Dark,0.0,6.18,10.5,Ekspor,1,0.0,0.678,0.1351,-1.0313,-0.2887,-1.4931
dark (36).png,Dark,0.0,6.8,10.8,Ekspor,1,0.0,0.7783,0.2162,-1.0313,0.4245,-1.1356
dark (37).png,Dark,0.0,6.84,10.8,Ekspor,1,0.0,0.7848,0.2162,-1.0313,0.4706,-1.1356
dark (38).png,Dark,0.0,7.15,11.1,Ekspor,1,0.0,0.835,0.2973,-1.0313,0.8272,-0.7782
dark (39).png,Dark,0.0,6.58,11.0,Ekspor,1,0.0,0.7427,0.2703,-1.0313,0.1714,-0.8973
dark (4).png,Dark,0.0,6.73,11.1,Ekspor,1,0.0,0.767,0.2973,-1.0313,0.344,-0.7782
dark (40).png,Dark,0.0,6.26,10.8,Ekspor,1,0.0,0.6909,0.2162,-1.0313,-0.1967,-1.1356
dark (41).png,Dark,0.0,6.07,10.6,Ekspor,1,0.0,0.6602,0.1622,-1.0313,-0.4153,-1.3739
dark (42).png,Dark,0.0,6.2,10.6,Ekspor,1,0.0,0.6812,0.1622,-1.0313,-0.2657,-1.3739
dark (43).png,Dark,0.0,6.82,11.2,Ekspor,1,0.0,0.7816,0.3243,-1.0313,0.4475,-0.659
dark (44).png,Dark,0.0,6.98,11.2,Ekspor,1,0.0,0.8074,0.3243,-1.0313,0.6316,-0.659
dark (45).png,Dark,0.0,7.57,11.5,Ekspor,1,0.0,0.9029,0.4054,-1.0313,1.3104,-0.3016
dark (46).png,Dark,0.0,7.78,11.2,Ekspor,1,0.0,0.9369,0.3243,-1.0313,1.552,-0.659
dark (47).png,Dark,100.0,7.17,11.0,Lokal,0,1.0,0.8382,0.2703,0.9712,0.8502,-0.8973
dark (48).png,Dark,0.0,6.97,11.3,Ekspor,1,0.0,0.8058,0.3514,-1.0313,0.6201,-0.5399
dark (49).png,Dark,100.0,7.17,11.2,Lokal,0,1.0,0.8382,0.3243,0.9712,0.8502,-0.659
dark (5).png,Dark,0.0,6.04,10.9,Ekspor,1,0.0,0.6553,0.2432,-1.0313,-0.4498,-1.0165
dark (50).png,Dark,0.0,6.56,10.5,Ekspor,1,0.0,0.7395,0.1351,-1.0313,0.1484,-1.4931
dark (51).png,Dark,0.0,6.1,10.8,Ekspor,1,0.0,0.665,0.2162,-1.0313,-0.3808,-1.1356
dark (52).png,Dark,0.0,6.97,11.2,Ekspor,1,0.0,0.8058,0.3243,-1.0313,0.6201,-0.659
dark (53).png,Dark,100.0,7.39,11.7,Lokal,0,1.0,0.8738,0.4595,0.9712,1.1033,-0.0633
dark (54).png,Dark,100.0,7.47,11.6,Lokal,0,1.0,0.8867,0.4324,0.9712,1.1953,-0.1824
dark (55).png,Dark,0.0,7.65,11.0,Ekspor,1,0.0,0.9159,0.2703,-1.0313,1.4024,-0.8973
dark (56).png,Dark,100.0,6.73,11.1,Lokal,0,1.0,0.767,0.2973,0.9712,0.344,-0.7782
dark (57).png,Dark,100.0,6.29,11.1,Lokal,0,1.0,0.6958,0.2973,0.9712,-0.1622,-0.7782
dark (58).png,Dark,100.0,6.74,10.5,Lokal,0,1.0,0.7686,0.1351,0.9712,0.3555,-1.4931
dark (59).png,Dark,100.0,7.16,11.2,Lokal,0,1.0,0.8366,0.3243,0.9712,0.8387,-0.659
dark (6).png,Dark,0.0,6.84,11.2,Ekspor,1,0.0,0.7848,0.3243,-1.0313,0.4706,-0.659
dark (60).png,Dark,0.0,7.34,11.1,Ekspor,1,0.0,0.8657,0.2973,-1.0313,1.0458,-0.7782
dark (61).png,Dark,0.0,7.19,10.8,Ekspor,1,0.0,0.8414,0.2162,-1.0313,0.8732,-1.1356
dark (62).png,Dark,0.0,6.2,11.5,Ekspor,1,0.0,0.6812,0.4054,-1.0313,-0.2657,-0.3016
dark (63).png,Dark,0.0,6.52,10.6,Ekspor,1,0.0,0.733,0.1622,-1.0313,0.1024,-1.3739
dark (64).png,Dark,0.0,6.21,10.8,Ekspor,1,0.0,0.6828,0.2162,-1.0313,-0.2542,-1.1356
dark (65).png,Dark,0.0,6.38,10.5,Ekspor,1,0.0,0.7104,0.1351,-1.0313,-0.0587,-1.4931
dark (66).png,Dark,0.0,7.61,11.3,Ekspor,1,0.0,0.9094,0.3514,-1.0313,1.3564,-0.5399
dark (67).png,Dark,100.0,3.52,10.7,Lokal,0,1.0,0.2476,0.1892,0.9712,-3.349,-1.2548
dark (68).png,Dark,0.0,6.63,11.1,Ekspor,1,0.0,0.7508,0.2973,-1.0313,0.229,-0.7782
dark (69).png,Dark,0.0,6.5,10.7,Ekspor,1,0.0,0.7298,0.1892,-1.0313,0.0794,-1.2548
dark (7).png,Dark,100.0,6.32,11.2,Lokal,0,1.0,0.7006,0.3243,0.9712,-0.1277,-0.659
dark (70).png,Dark,100.0,7.15,11.7,Lokal,0,1.0,0.835,0.4595,0.9712,0.8272,-0.0633
dark (71).png,Dark,0.0,6.25,11.0,Ekspor,1,0.0,0.6893,0.2703,-1.0313,-0.2082,-0.8973
dark (72).png,Dark,100.0,6.89,11.0,Lokal,0,1.0,0.7929,0.2703,0.9712,0.5281,-0.8973
dark (73).png,Dark,100.0,7.91,11.6,Lokal,0,1.0,0.9579,0.4324,0.9712,1.7016,-0.1824
dark (74).png,Dark,100.0,7.83,11.5,Lokal,0,1.0,0.945,0.4054,0.9712,1.6095,-0.3016
dark (75).png,Dark,100.0,7.83,11.5,Lokal,0,1.0,0.945,0.4054,0.9712,1.6095,-0.3016
dark (76).png,Dark,100.0,7.83,11.5,Lokal,0,1.0,0.945,0.4054,0.9712,1.6095,-0.3016
dark (77).png,Dark,100.0,6.9,11.3,Lokal,0,1.0,0.7945,0.3514,0.9712,0.5396,-0.5399
dark (78).png,Dark,100.0,6.81,11.4,Lokal,0,1.0,0.7799,0.3784,0.9712,0.436,-0.4207
dark (79).png,Dark,100.0,6.81,11.4,Lokal,0,1.0,0.7799,0.3784,0.9712,0.436,-0.4207
dark (8).png,Dark,0.0,6.06,10.8,Ekspor,1,0.0,0.6586,0.2162,-1.0313,-0.4268,-1.1356
dark (80).png,Dark,0.0,6.51,11.0,Ekspor,1,0.0,0.7314,0.2703,-1.0313,0.0909,-0.8973
dark (81).png,Dark,0.0,6.51,11.0,Ekspor,1,0.0,0.7314,0.2703,-1.0313,0.0909,-0.8973
dark (82).png,Dark,100.0,6.88,10.9,Lokal,0,1.0,0.7913,0.2432,0.9712,0.5166,-1.0165
dark (83).png,Dark,0.0,7.12,11.1,Ekspor,1,0.0,0.8301,0.2973,-1.0313,0.7927,-0.7782
dark (84).png,Dark,0.0,7.36,11.2,Ekspor,1,0.0,0.8689,0.3243,-1.0313,1.0688,-0.659
dark (85).png,Dark,100.0,7.35,11.1,Lokal,0,1.0,0.8673,0.2973,0.9712,1.0573,-0.7782
dark (86).png,Dark,0.0,7.47,11.2,Ekspor,1,0.0,0.8867,0.3243,-1.0313,1.1953,-0.659
dark (87).png,Dark,0.0,8.02,11.2,Ekspor,1,0.0,0.9757,0.3243,-1.0313,1.8281,-0.659
dark (88).png,Dark,100.0,6.42,11.1,Lokal,0,1.0,0.7168,0.2973,0.9712,-0.0126,-0.7782
dark (89).png,Dark,100.0,6.8,11.1,Lokal,0,1.0,0.7783,0.2973,0.9712,0.4245,-0.7782
dark (9).png,Dark,100.0,5.85,11.0,Lokal,0,1.0,0.6246,0.2703,0.9712,-0.6684,-0.8973
dark (90).png,Dark,100.0,6.44,10.6,Lokal,0,1.0,0.7201,0.1622,0.9712,0.0104,-1.3739
dark (91).png,Dark,100.0,6.6,10.8,Lokal,0,1.0,0.746,0.2162,0.9712,0.1944,-1.1356
dark (92).png,Dark,100.0,7.04,11.4,Lokal,0,1.0,0.8172,0.3784,0.9712,0.7007,-0.4207
dark (93).png,Dark,100.0,6.93,10.7,Lokal,0,1.0,0.7994,0.1892,0.9712,0.5741,-1.2548
dark (94).png,Dark,100.0,6.33,11.0,Lokal,0,1.0,0.7023,0.2703,0.9712,-0.1162,-0.8973
dark (95).png,Dark,0.0,7.09,11.5,Ekspor,1,0.0,0.8252,0.4054,-1.0313,0.7582,-0.3016
dark (96).png,Dark,100.0,6.54,10.6,Lokal,0,1.0,0.7362,0.1622,0.9712,0.1254,-1.3739
dark (97).png,Dark,100.0,7.32,10.6,Lokal,0,1.0,0.8625,0.1622,0.9712,1.0228,-1.3739
dark (98).png,Dark,100.0,6.96,10.6,Lokal,0,1.0,0.8042,0.1622,0.9712,0.6086,-1.3739
dark (99).png,Dark,100.0,7.74,11.8,Lokal,0,1.0,0.9304,0.4865,0.9712,1.506,0.0559
green (1).png,Green,100.0,5.95,12.1,Lokal,0,1.0,0.6408,0.5676,0.9712,-0.5534,0.4134
green (10).png,Green,100.0,6.31,12.7,Lokal,0,1.0,0.699,0.7297,0.9712,-0.1392,1.1283
green (100).png,Green,100.0,6.41,12.9,Lokal,0,1.0,0.7152,0.7838,0.9712,-0.0241,1.3666
green (101).png,Green,100.0,5.69,11.8,Lokal,0,1.0,0.5987,0.4865,0.9712,-0.8525,0.0559
green (102).png,Green,100.0,5.68,12.8,Lokal,0,1.0,0.5971,0.7568,0.9712,-0.864,1.2474
green (103).png,Green,100.0,6.91,13.0,Lokal,0,1.0,0.7961,0.8108,0.9712,0.5511,1.4858
green (104).png,Green,100.0,4.28,12.6,Lokal,0,1.0,0.3706,0.7027,0.9712,-2.4746,1.0091
green (105).png,Green,100.0,7.42,12.4,Lokal,0,1.0,0.8786,0.6486,0.9712,1.1378,0.7708
green (106).png,Green,100.0,7.63,11.9,Lokal,0,1.0,0.9126,0.5135,0.9712,1.3794,0.1751
green (107).png,Green,100.0,7.34,12.5,Lokal,0,1.0,0.8657,0.6757,0.9712,1.0458,0.89
green (108).png,Green,100.0,8.0,12.8,Lokal,0,1.0,0.9725,0.7568,0.9712,1.8051,1.2474
green (109).png,Green,100.0,7.36,12.5,Lokal,0,1.0,0.8689,0.6757,0.9712,1.0688,0.89
green (11).png,Green,100.0,6.22,12.6,Lokal,0,1.0,0.6845,0.7027,0.9712,-0.2427,1.0091
green (110).png,Green,100.0,6.61,12.2,Lokal,0,1.0,0.7476,0.5946,0.9712,0.206,0.5325
green (111).png,Green,100.0,3.77,12.6,Lokal,0,1.0,0.288,0.7027,0.9712,-3.0614,1.0091
green (112).png,Green,100.0,6.92,12.7,Lokal,0,1.0,0.7977,0.7297,0.9712,0.5626,1.1283
green (113).png,Green,100.0,7.08,12.6,Lokal,0,1.0,0.8236,0.7027,0.9712,0.7467,1.0091
green (114).png,Green,100.0,7.5,12.7,Lokal,0,1.0,0.8916,0.7297,0.9712,1.2299,1.1283
green (115).png,Green,100.0,7.47,12.4,Lokal,0,1.0,0.8867,0.6486,0.9712,1.1953,0.7708
green (116).png,Green,50.0,3.95,12.7,Lokal,0,0.5,0.3172,0.7297,-0.03,-2.8543,1.1283
green (117).png,Green,100.0,7.41,12.6,Lokal,0,1.0,0.877,0.7027,0.9712,1.1263,1.0091
green (118).png,Green,100.0,3.81,12.6,Lokal,0,1.0,0.2945,0.7027,0.9712,-3.0153,1.0091
green (119).png,Green,100.0,7.67,12.6,Lokal,0,1.0,0.9191,0.7027,0.9712,1.4254,1.0091
green (12).png,Green,100.0,6.17,13.2,Lokal,0,1.0,0.6764,0.8649,0.9712,-0.3003,1.7241
green (120).png,Green,100.0,6.71,12.4,Lokal,0,1.0,0.7638,0.6486,0.9712,0.321,0.7708
green (121).png,Green,100.0,6.12,12.4,Lokal,0,1.0,0.6683,0.6486,0.9712,-0.3578,0.7708
green (122).png,Green,100.0,6.16,13.2,Lokal,0,1.0,0.6748,0.8649,0.9712,-0.3118,1.7241
green (123).png,Green,100.0,6.83,12.6,Lokal,0,1.0,0.7832,0.7027,0.9712,0.4591,1.0091
green (124).png,Green,100.0,7.24,12.7,Lokal,0,1.0,0.8495,0.7297,0.9712,0.9307,1.1283
green (125).png,Green,100.0,4.32,12.6,Lokal,0,1.0,0.377,0.7027,0.9712,-2.4286,1.0091
green (126).png,Green,100.0,7.22,12.5,Lokal,0,1.0,0.8463,0.6757,0.9712,0.9077,0.89
green (127).png,Green,100.0,7.94,13.0,Lokal,0,1.0,0.9628,0.8108,0.9712,1.7361,1.4858
green (128).png,Green,100.0,6.79,12.9,Lokal,0,1.0,0.7767,0.7838,0.9712,0.413,1.3666
green (129).png,Green,100.0,5.51,12.8,Lokal,0,1.0,0.5696,0.7568,0.9712,-1.0596,1.2474
green (13).png,Green,100.0,6.59,12.8,Lokal,0,1.0,0.7443,0.7568,0.9712,0.1829,1.2474
green (130).png,Green,100.0,7.1,12.6,Lokal,0,1.0,0.8269,0.7027,0.9712,0.7697,1.0091
green (131).png,Green,100.0,6.27,12.6,Lokal,0,1.0,0.6926,0.7027,0.9712,-0.1852,1.0091
green (132).png,Green,100.0,6.89,12.4,Lokal,0,1.0,0.7929,0.6486,0.9712,0.5281,0.7708
green (133).png,Green,100.0,5.89,13.1,Lokal,0,1.0,0.6311,0.8378,0.9712,-0.6224,1.6049
green (134).png,Green,100.0,5.86,12.5,Lokal,0,1.0,0.6262,0.6757,0.9712,-0.6569,0.89
green (135).png,Green,100.0,3.35,12.6,Lokal,0,1.0,0.2201,0.7027,0.9712,-3.5446,1.0091
green (136).png,Green,100.0,6.73,12.3,Lokal,0,1.0,0.767,0.6216,0.9712,0.344,0.6517
green (137).png,Green,100.0,7.42,12.9,Lokal,0,1.0,0.8786,0.7838,0.9712,1.1378,1.3666
green (138).png,Green,100.0,6.18,12.9,Lokal,0,1.0,0.678,0.7838,0.9712,-0.2887,1.3666
green (139).png,Green,100.0,6.56,13.0,Lokal,0,1.0,0.7395,0.8108,0.9712,0.1484,1.4858
green (14).png,Green,100.0,6.54,12.7,Lokal,0,1.0,0.7362,0.7297,0.9712,0.1254,1.1283
green (140).png,Green,100.0,2.37,12.5,Lokal,0,1.0,0.0615,0.6757,0.9712,-4.672,0.89
green (141).png,Green,100.0,3.24,12.9,Lokal,0,1.0,0.2023,0.7838,0.9712,-3.6711,1.3666
green (142).png,Green,100.0,5.94,12.2,Lokal,0,1.0,0.6392,0.5946,0.9712,-0.5649,0.5325
green (143).png,Green,100.0,6.35,12.4,Lokal,0,1.0,0.7055,0.6486,0.9712,-0.0932,0.7708
green (144).png,Green,100.0,6.56,13.1,Lokal,0,1.0,0.7395,0.8378,0.9712,0.1484,1.6049
green (145).png,Green,100.0,7.33,12.4,Lokal,0,1.0,0.8641,0.6486,0.9712,1.0343,0.7708
green (146).png,Green,100.0,7.35,13.1,Lokal,0,1.0,0.8673,0.8378,0.9712,1.0573,1.6049
green (147).png,Green,100.0,6.86,13.5,Lokal,0,1.0,0.788,0.9459,0.9712,0.4936,2.0815
green (148).png,Green,100.0,5.9,13.2,Lokal,0,1.0,0.6327,0.8649,0.9712,-0.6109,1.7241
green (149).png,Green,100.0,5.51,12.5,Lokal,0,1.0,0.5696,0.6757,0.9712,-1.0596,0.89
green (15).png,Green,0.0,5.56,12.1,Ekspor,1,0.0,0.5777,0.5676,-1.0313,-1.002,0.4134
green (150).png,Green,100.0,5.76,12.7,Lokal,0,1.0,0.61,0.7297,0.9712,-0.7719,1.1283
green (151).png,Green,100.0,1.99,12.6,Lokal,0,1.0,0.0,0.7027,0.9712,-5.1092,1.0091
green (152).png,Green,100.0,3.26,13.4,Lokal,0,1.0,0.2055,0.9189,0.9712,-3.6481,1.9624
green (153).png,Green,100.0,5.84,12.3,Lokal,0,1.0,0.623,0.6216,0.9712,-0.6799,0.6517
green (154).png,Green,100.0,5.77,12.2,Lokal,0,1.0,0.6117,0.5946,0.9712,-0.7604,0.5325
green (155).png,Green,100.0,6.31,12.2,Lokal,0,1.0,0.699,0.5946,0.9712,-0.1392,0.5325
green (156).png,Green,100.0,6.02,12.8,Lokal,0,1.0,0.6521,0.7568,0.9712,-0.4728,1.2474
green (157).png,Green,100.0,6.59,12.3,Lokal,0,1.0,0.7443,0.6216,0.9712,0.1829,0.6517
green (158).png,Green,100.0,6.41,12.9,Lokal,0,1.0,0.7152,0.7838,0.9712,-0.0241,1.3666
green (159).png,Green,100.0,3.72,12.8,Lokal,0,1.0,0.2799,0.7568,0.9712,-3.1189,1.2474
green (16).png,Green,100.0,6.34,12.9,Lokal,0,1.0,0.7039,0.7838,0.9712,-0.1047,1.3666
green (160).png,Green,100.0,6.28,13.0,Lokal,0,1.0,0.6942,0.8108,0.9712,-0.1737,1.4858
green (161).png,Green,100.0,5.76,12.5,Lokal,0,1.0,0.61,0.6757,0.9712,-0.7719,0.89
green (162).png,Green,100.0,6.1,13.3,Lokal,0,1.0,0.665,0.8919,0.9712,-0.3808,1.8432
green (163).png,Green,100.0,6.39,13.3,Lokal,0,1.0,0.712,0.8919,0.9712,-0.0471,1.8432
green (164).png,Green,100.0,3.41,12.3,Lokal,0,1.0,0.2298,0.6216,0.9712,-3.4755,0.6517
green (165).png,Green,100.0,6.9,13.2,Lokal,0,1.0,0.7945,0.8649,0.9712,0.5396,1.7241
green (166).png,Green,100.0,6.69,12.9,Lokal,0,1.0,0.7605,0.7838,0.9712,0.298,1.3666
green (167).png,Green,100.0,6.79,12.2,Lokal,0,1.0,0.7767,0.5946,0.9712,0.413,0.5325
green (168).png,Green,100.0,6.15,12.4,Lokal,0,1.0,0.6731,0.6486,0.9712,-0.3233,0.7708
green (169).png,Green,100.0,6.07,13.0,Lokal,0,1.0,0.6602,0.8108,0.9712,-0.4153,1.4858
green (17).png,Green,100.0,5.56,11.8,Lokal,0,1.0,0.5777,0.4865,0.9712,-1.002,0.0559
green (170).png,Green,100.0,6.21,12.3,Lokal,0,1.0,0.6828,0.6216,0.9712,-0.2542,0.6517
green (171).png,Green,100.0,5.9,12.5,Lokal,0,1.0,0.6327,0.6757,0.9712,-0.6109,0.89
green (172).png,Green,100.0,6.08,12.4,Lokal,0,1.0,0.6618,0.6486,0.9712,-0.4038,0.7708
green (173).png,Green,100.0,3.5,12.3,Lokal,0,1.0,0.2443,0.6216,0.9712,-3.372,0.6517
green (174).png,Green,100.0,6.07,12.9,Lokal,0,1.0,0.6602,0.7838,0.9712,-0.4153,1.3666
green (175).png,Green,100.0,6.49,12.9,Lokal,0,1.0,0.7282,0.7838,0.9712,0.0679,1.3666
green (176).png,Green,100.0,6.15,12.2,Lokal,0,1.0,0.6731,0.5946,0.9712,-0.3233,0.5325
green (177).png,Green,100.0,6.45,13.3,Lokal,0,1.0,0.7217,0.8919,0.9712,0.0219,1.8432
green (178).png,Green,100.0,6.73,12.8,Lokal,0,1.0,0.767,0.7568,0.9712,0.344,1.2474
green (179).png,Green,100.0,6.1,12.7,Lokal,0,1.0,0.665,0.7297,0.9712,-0.3808,1.1283
green (18).png,Green,100.0,7.18,13.5,Lokal,0,1.0,0.8398,0.9459,0.9712,0.8617,2.0815
green (180).png,Green,100.0,6.27,12.9,Lokal,0,1.0,0.6926,0.7838,0.9712,-0.1852,1.3666
green (181).png,Green,100.0,5.69,12.8,Lokal,0,1.0,0.5987,0.7568,0.9712,-0.8525,1.2474
green (182).png,Green,100.0,5.52,13.1,Lokal,0,1.0,0.5712,0.8378,0.9712,-1.0481,1.6049
green (183).png,Green,100.0,5.8,13.2,Lokal,0,1.0,0.6165,0.8649,0.9712,-0.7259,1.7241
green (184).png,Green,100.0,5.96,12.8,Lokal,0,1.0,0.6424,0.7568,0.9712,-0.5418,1.2474
green (185).png,Green,100.0,2.36,12.5,Lokal,0,1.0,0.0599,0.6757,0.9712,-4.6835,0.89
green (186).png,Green,100.0,6.55,13.1,Lokal,0,1.0,0.7379,0.8378,0.9712,0.1369,1.6049
green (187).png,Green,100.0,6.37,12.9,Lokal,0,1.0,0.7087,0.7838,0.9712,-0.0702,1.3666
green (188).png,Green,100.0,3.47,12.7,Lokal,0,1.0,0.2395,0.7297,0.9712,-3.4065,1.1283
green (189).png,Green,100.0,5.19,12.5,Lokal,0,1.0,0.5178,0.6757,0.9712,-1.4277,0.89
green (19).png,Green,0.0,5.4,12.5,Ekspor,1,0.0,0.5518,0.6757,-1.0313,-1.1861,0.89
green (190).png,Green,100.0,5.48,12.9,Lokal,0,1.0,0.5647,0.7838,0.9712,-1.0941,1.3666
green (191).png,Green,100.0,5.98,12.4,Lokal,0,1.0,0.6456,0.6486,0.9712,-0.5188,0.7708
green (192).png,Green,100.0,3.26,12.7,Lokal,0,1.0,0.2055,0.7297,0.9712,-3.6481,1.1283
green (193).png,Green,100.0,6.12,13.1,Lokal,0,1.0,0.6683,0.8378,0.9712,-0.3578,1.6049
green (194).png,Green,100.0,6.71,12.3,Lokal,0,1.0,0.7638,0.6216,0.9712,0.321,0.6517
green (195).png,Green,100.0,6.21,12.1,Lokal,0,1.0,0.6828,0.5676,0.9712,-0.2542,0.4134
green (196).png,Green,100.0,6.37,12.6,Lokal,0,1.0,0.7087,0.7027,0.9712,-0.0702,1.0091
green (197).png,Green,100.0,5.84,13.3,Lokal,0,1.0,0.623,0.8919,0.9712,-0.6799,1.8432
green (198).png,Green,100.0,5.52,12.3,Lokal,0,1.0,0.5712,0.6216,0.9712,-1.0481,0.6517
green (199).png,Green,100.0,5.47,13.0,Lokal,0,1.0,0.5631,0.8108,0.9712,-1.1056,1.4858
green (2).png,Green,100.0,4.95,13.0,Lokal,0,1.0,0.479,0.8108,0.9712,-1.7038,1.4858
green (20).png,Green,100.0,5.79,12.8,Lokal,0,1.0,0.6149,0.7568,0.9712,-0.7374,1.2474
green (200).png,Green,100.0,5.72,12.6,Lokal,0,1.0,0.6036,0.7027,0.9712,-0.818,1.0091
green (201).png,Green,100.0,3.11,12.7,Lokal,0,1.0,0.1812,0.7297,0.9712,-3.8207,1.1283
green (202).png,Green,100.0,3.71,12.3,Lokal,0,1.0,0.2783,0.6216,0.9712,-3.1304,0.6517
green (203).png,Green,100.0,6.91,12.4,Lokal,0,1.0,0.7961,0.6486,0.9712,0.5511,0.7708
green (204).png,Green,100.0,6.12,12.4,Lokal,0,1.0,0.6683,0.6486,0.9712,-0.3578,0.7708
green (205).png,Green,100.0,6.37,12.6,Lokal,0,1.0,0.7087,0.7027,0.9712,-0.0702,1.0091
green (206).png,Green,100.0,7.15,13.4,Lokal,0,1.0,0.835,0.9189,0.9712,0.8272,1.9624
green (207).png,Green,100.0,7.25,12.3,Lokal,0,1.0,0.8511,0.6216,0.9712,0.9422,0.6517
green (208).png,Green,100.0,6.89,12.8,Lokal,0,1.0,0.7929,0.7568,0.9712,0.5281,1.2474
green (209).png,Green,100.0,3.52,13.0,Lokal,0,1.0,0.2476,0.8108,0.9712,-3.349,1.4858
green (21).png,Green,100.0,5.39,12.6,Lokal,0,1.0,0.5502,0.7027,0.9712,-1.1976,1.0091
green (210).png,Green,100.0,3.46,13.4,Lokal,0,1.0,0.2379,0.9189,0.9712,-3.418,1.9624
green (211).png,Green,100.0,6.42,13.7,Lokal,0,1.0,0.7168,1.0,0.9712,-0.0126,2.3198
green (212).png,Green,100.0,6.39,12.0,Lokal,0,1.0,0.712,0.5405,0.9712,-0.0471,0.2942
green (213).png,Green,100.0,5.99,12.8,Lokal,0,1.0,0.6472,0.7568,0.9712,-0.5073,1.2474
green (214).png,Green,100.0,6.28,12.2,Lokal,0,1.0,0.6942,0.5946,0.9712,-0.1737,0.5325
green (215).png,Green,100.0,7.04,13.0,Lokal,0,1.0,0.8172,0.8108,0.9712,0.7007,1.4858
green (216).png,Green,100.0,6.85,13.0,Lokal,0,1.0,0.7864,0.8108,0.9712,0.4821,1.4858
green (217).png,Green,100.0,6.16,12.9,Lokal,0,1.0,0.6748,0.7838,0.9712,-0.3118,1.3666
green (218).png,Green,100.0,6.16,13.0,Lokal,0,1.0,0.6748,0.8108,0.9712,-0.3118,1.4858
green (219).png,Green,100.0,6.44,12.5,Lokal,0,1.0,0.7201,0.6757,0.9712,0.0104,0.89
green (22).png,Green,100.0,6.13,13.0,Lokal,0,1.0,0.6699,0.8108,0.9712,-0.3463,1.4858
green (220).png,Green,100.0,6.36,12.4,Lokal,0,1.0,0.7071,0.6486,0.9712,-0.0817,0.7708
green (221).png,Green,100.0,5.7,12.9,Lokal,0,1.0,0.6003,0.7838,0.9712,-0.841,1.3666
green (222).png,Green,100.0,6.41,12.4,Lokal,0,1.0,0.7152,0.6486,0.9712,-0.0241,0.7708
green (223).png,Green,100.0,6.69,12.2,Lokal,0,1.0,0.7605,0.5946,0.9712,0.298,0.5325
green (224).png,Green,100.0,6.23,12.1,Lokal,0,1.0,0.6861,0.5676,0.9712,-0.2312,0.4134
green (225).png,Green,100.0,6.75,12.8,Lokal,0,1.0,0.7702,0.7568,0.9712,0.367,1.2474
green (226).png,Green,100.0,6.9,13.4,Lokal,0,1.0,0.7945,0.9189,0.9712,0.5396,1.9624
green (227).png,Green,100.0,6.87,13.0,Lokal,0,1.0,0.7896,0.8108,0.9712,0.5051,1.4858
green (228).png,Green,100.0,6.63,12.9,Lokal,0,1.0,0.7508,0.7838,0.9712,0.229,1.3666
green (229).png,Green,100.0,5.91,13.2,Lokal,0,1.0,0.6343,0.8649,0.9712,-0.5994,1.7241
green (23).png,Green,100.0,5.21,12.7,Lokal,0,1.0,0.521,0.7297,0.9712,-1.4047,1.1283
green (230).png,Green,100.0,5.65,13.2,Lokal,0,1.0,0.5922,0.8649,0.9712,-0.8985,1.7241
green (231).png,Green,100.0,5.34,12.9,Lokal,0,1.0,0.5421,0.7838,0.9712,-1.2551,1.3666
green (232).png,Green,100.0,6.05,13.1,Lokal,0,1.0,0.657,0.8378,0.9712,-0.4383,1.6049
green (233).png,Green,100.0,3.55,12.9,Lokal,0,1.0,0.2524,0.7838,0.9712,-3.3145,1.3666
green (234).png,Green,100.0,6.39,12.9,Lokal,0,1.0,0.712,0.7838,0.9712,-0.0471,1.3666
green (235).png,Green,100.0,6.56,12.7,Lokal,0,1.0,0.7395,0.7297,0.9712,0.1484,1.1283
green (236).png,Green,100.0,6.36,13.1,Lokal,0,1.0,0.7071,0.8378,0.9712,-0.0817,1.6049
green (237).png,Green,100.0,6.78,13.1,Lokal,0,1.0,0.7751,0.8378,0.9712,0.4015,1.6049
green (238).png,Green,100.0,6.1,12.7,Lokal,0,1.0,0.665,0.7297,0.9712,-0.3808,1.1283
green (239).png,Green,100.0,6.08,13.1,Lokal,0,1.0,0.6618,0.8378,0.9712,-0.4038,1.6049
green (24).png,Green,100.0,5.62,12.4,Lokal,0,1.0,0.5874,0.6486,0.9712,-0.933,0.7708
green (240).png,Green,100.0,6.29,12.7,Lokal,0,1.0,0.6958,0.7297,0.9712,-0.1622,1.1283
green (241).png,Green,100.0,5.94,13.0,Lokal,0,1.0,0.6392,0.8108,0.9712,-0.5649,1.4858
green (242).png,Green,100.0,5.96,12.8,Lokal,0,1.0,0.6424,0.7568,0.9712,-0.5418,1.2474
